Event_ID,Event_Name,Parent_Event_ID,Event_Type,Probability_Type,Probability_Value,Distribution_Type,Min,Max,Mean,Median,Mode,StdDev,Lambda,Alpha,Beta,Shape,Scale,Fixed_Value,Consequence_Type,Consequence_Distribution,Consequence_Min,Consequence_Max,Consequence_Mean,Consequence_StdDev,Dependency_Type,Dependency_Condition,Correlation_Group,Notes
N0559,Property Screening: node 53 - Preserve chain-of-custody language at a generic level,N0007,Escalation,triangular,,triangular,0.2758,0.5158,0.3958,,0.3958,,,,,0.35,38,,Legal/Compliance,lognormal,,,40,10.0,independent,Property Screening branch condition: captures operational delay impact. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Preserve chain-of-custody language at a generic level. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0560,Property Screening: node 54 - Simulation branch produces operational delay only,N0007,Outcome,lognormal,,lognormal,,,0.3938,,,0.0788,,,,0.329,0.3938,42,Workforce,fixed,,,42,,conditional,Property Screening branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Simulation branch produces operational delay only. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0561,Property Screening: node 55 - Use randomization as a defensive control in the simulation only,N0007,Recovery,uniform,,uniform,0.2438,0.4438,0.3438,,,,,,,,,,Passenger Experience,uniform,39,56,47.5,4.9,requires_parent_success,Property Screening branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Use randomization as a defensive control in the simulation only. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0562,Property Screening: node 56 - property image anomaly resolved only through approved process,N0007,Observation,beta,,beta,,,0.5545,,46,,,16.081,12.919,,,,Security,triangular,38,64,46,,blocks_if_detected,Property Screening branch condition: captures operational delay impact. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: property image anomaly resolved only through approved process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0563,Property Screening: node 57 - Checkpoint returns to baseline operating posture,N0007,Phase,fixed,0.5334,fixed,,,,,,,,,,,,0.5334,Operational,normal,,,48,8.6,mitigates_parent,Property Screening branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Checkpoint returns to baseline operating posture. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0564,"Property Screening: node 58 - behavioral cue logged only as supporting context, not as sole basis",N0007,Decision,normal,,normal,,,0.4891,,,0.0587,,,,0.35,48,,Reputational,lognormal,,,50,12.5,escalates_if_unresolved,Property Screening branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: behavioral cue logged only as supporting context, not as sole basis. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0565,Property Screening: node 59 - Apply standard operating procedure without describing restricted methods,N0007,Control,poisson,,poisson,,,1.5139,,,,1.5139,,,,,52,Financial,fixed,,,52,,independent,Property Screening branch condition: captures operational delay impact. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Apply standard operating procedure without describing restricted methods. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0566,Property Screening: node 60 - inconsistent passenger explanation requiring additional screening,N0007,Observation,triangular,,triangular,0.3705,0.6105,0.4905,,0.4905,,,,,,,,Legal/Compliance,uniform,49,66,57.5,4.9,conditional,Property Screening branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P6-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: inconsistent passenger explanation requiring additional screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0567,Property Screening: node 61 - item-category ambiguity requiring officer judgment,N0007,Detection,lognormal,,lognormal,,,0.4600,,56,0.0920,,,,0.342,0.4600,,Workforce,triangular,48,74,56,,requires_parent_success,Property Screening branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P6-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: item-category ambiguity requiring officer judgment. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0568,Property Screening: node 62 - Request supervisory review when the indicator exceeds the test threshold,N0007,Escalation,uniform,,uniform,0.3181,0.5181,0.4181,,,,,,,,,,Passenger Experience,normal,,,58,10.4,blocks_if_detected,Property Screening branch condition: captures operational delay impact. Defensive test data only.,CG-P6-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Request supervisory review when the indicator exceeds the test threshold. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0569,Property Screening: node 63 - Simulation branch terminates with interdiction,N0007,Outcome,beta,,beta,,,0.4432,,,,,11.523,14.477,0.35,58,,Security,lognormal,,,60,15.0,mitigates_parent,Property Screening branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P6-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Simulation branch terminates with interdiction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0570,Property Screening: node 64 - Maintain passenger flow while resolving the event safely,N0007,Recovery,fixed,0.4151,fixed,,,,,,,,,,,,0.4151,Operational,fixed,,,62,,escalates_if_unresolved,Property Screening branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P6-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Maintain passenger flow while resolving the event safely. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
